Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	2	1	2	6	15	24	"Choose the square with 24 dots"	12	2088	RIGHT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	12	2022	LEFT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	12	3072	MIDDLE
4	2	1	2	36	45	54	"Choose the square with 54 dots"	12	2910	RIGHT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	12	2015	RIGHT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	12	14809	RIGHT
3	3	1	1	26	35	44	"Choose a square with few dots"	12	3603	LEFT
4	3	2	2	54	45	36	"Choose a square with many dots"	12	4385	LEFT
1	3	2	1	24	15	6	"Choose a square with few dots"	12	1847	RIGHT
2	3	2	2	34	25	16	"Choose a square with many dots"	12	1822	LEFT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	12	16860	RIGHT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	12	4799	LEFT
1	3	2	2	24	15	6	"Choose a square with many dots"	12	1410	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	12	2673	LEFT
3	3	2	1	44	35	26	"Choose a square with few dots"	12	5469	RIGHT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	12	9232	RIGHT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	12	12783	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	12	1765	LEFT
3	3	2	2	44	35	26	"Choose a square with many dots"	12	5014	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	12	3263	MIDDLE
1	2	2	1	24	15	6	"Choose the square with 6 dots"	12	3020	RIGHT
2	3	1	2	16	25	34	"Choose a square with many dots"	12	1781	RIGHT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	12	5644	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	12	8801	RIGHT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	12	11852	RIGHT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	12	9783	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	12	4290	RIGHT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	12	16815	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	12	2488	RIGHT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	12	10701	MIDDLE
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	12	8939	MIDDLE
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	12	11128	MIDDLE
1	4	2	2	24	15	6	"Choose the square with the most dots"	12	1324	LEFT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	12	2322	MIDDLE
3	4	2	2	44	35	26	"Choose the square with the most dots"	12	3783	LEFT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	12	9884	MIDDLE
1	2	1	1	6	15	24	"Choose the square with 6 dots"	12	1770	LEFT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	12	11115	RIGHT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	12	2350	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	12	10234	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	12	2329	LEFT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	12	4258	MIDDLE
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	12	4860	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	12	2864	RIGHT
1	3	1	2	6	15	24	"Choose a square with many dots"	12	3576	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	12	2725	LEFT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	12	1323	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	12	2049	LEFT
1	3	1	1	6	15	24	"Choose a square with few dots"	12	1784	LEFT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	12	2671	RIGHT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	12	8660	MIDDLE
4	2	2	1	54	45	36	"Choose the square with 36 dots"	12	15370	MIDDLE
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	12	6214	LEFT
2	4	1	2	16	25	34	"Choose the square with the most dots"	12	5199	RIGHT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	12	1589	LEFT
4	3	1	1	36	45	54	"Choose a square with few dots"	12	3138	LEFT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	12	1608	MIDDLE
2	2	2	2	34	25	16	"Choose the square with 34 dots"	12	2411	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	12	2634	MIDDLE
4	4	1	2	36	45	54	"Choose the square with the most dots"	12	1960	RIGHT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	12	1161	LEFT
2	3	2	1	34	25	16	"Choose a square with few dots"	12	4038	RIGHT
3	3	1	2	26	35	44	"Choose a square with many dots"	12	3542	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	12	2705	MIDDLE
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	12	2001	MIDDLE
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	12	4229	MIDDLE
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	12	5487	RIGHT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	12	3840	MIDDLE
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	12	1777	LEFT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	12	6308	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	12	14387	LEFT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	12	4042	RIGHT
1	3	2	2	24	15	6	"Choose a square with many dots"	12	3329	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	12	3092	MIDDLE
3	2	1	1	26	35	44	"Choose the square with 26 dots"	12	1817	MIDDLE
4	2	2	2	54	45	36	"Choose the square with 54 dots"	12	2132	LEFT
1	3	2	1	24	15	6	"Choose a square with few dots"	12	1369	RIGHT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	12	2645	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	12	3387	LEFT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	12	1839	MIDDLE
1	2	2	1	24	15	6	"Choose the square with 6 dots"	12	1189	RIGHT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	12	2922	LEFT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	12	1562	RIGHT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	12	4152	MIDDLE
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	12	8626	RIGHT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	12	11015	LEFT
3	3	2	1	44	35	26	"Choose a square with few dots"	12	2057	RIGHT
4	3	1	1	36	45	54	"Choose a square with few dots"	12	2189	LEFT
1	3	1	2	6	15	24	"Choose a square with many dots"	12	2332	RIGHT
2	4	1	2	16	25	34	"Choose the square with the most dots"	12	4006	RIGHT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	12	4618	LEFT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	12	4410	MIDDLE
1	4	1	2	6	15	24	"Choose the square with the most dots"	12	2064	RIGHT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	12	1287	LEFT
3	3	1	2	26	35	44	"Choose a square with many dots"	12	1088	RIGHT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	12	1537	LEFT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	12	1606	RIGHT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	12	1553	LEFT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	12	5254	RIGHT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	12	1312	RIGHT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	12	1252	LEFT
2	4	2	2	34	25	16	"Choose the square with the most dots"	12	1823	LEFT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	12	2368	MIDDLE
4	4	1	2	36	45	54	"Choose the square with the most dots"	12	3196	RIGHT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	12	1900	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	12	2016	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	12	2105	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	12	2600	LEFT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	12	1610	RIGHT
2	3	2	2	34	25	16	"Choose a square with many dots"	12	1140	LEFT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	12	21605	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	12	2312	LEFT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	12	1183	RIGHT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	12	1937	RIGHT
3	4	2	2	44	35	26	"Choose the square with the most dots"	12	2200	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	12	1465	RIGHT
