Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	3	1	1	6	15	24	"Choose a square with few dots"	22	3536	LEFT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	22	1986	RIGHT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	22	1114	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	22	1579	MIDDLE
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	22	718	LEFT
2	4	1	2	16	25	34	"Choose the square with the most dots"	22	790	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	22	1340	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	22	1185	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	22	916	MIDDLE
2	3	2	1	34	25	16	"Choose a square with few dots"	22	1809	RIGHT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	22	1175	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	22	1008	LEFT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	22	1667	RIGHT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	22	1360	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	22	915	LEFT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	22	974	MIDDLE
1	3	2	2	24	15	6	"Choose a square with many dots"	22	1427	LEFT
2	3	1	2	16	25	34	"Choose a square with many dots"	22	845	RIGHT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	22	1511	RIGHT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	22	890	RIGHT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	22	1195	MIDDLE
2	4	2	2	34	25	16	"Choose the square with the most dots"	22	833	LEFT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	22	795	MIDDLE
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	22	969	MIDDLE
1	3	1	2	6	15	24	"Choose a square with many dots"	22	1174	RIGHT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	22	2327	MIDDLE
3	3	1	1	26	35	44	"Choose a square with few dots"	22	1333	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	22	891	RIGHT
1	4	2	2	24	15	6	"Choose the square with the most dots"	22	836	LEFT
2	3	2	2	34	25	16	"Choose a square with many dots"	22	1654	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	22	1212	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	22	1191	LEFT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	22	1178	MIDDLE
2	2	1	2	16	25	34	"Choose the square with 34 dots"	22	1372	MIDDLE
3	3	2	1	44	35	26	"Choose a square with few dots"	22	712	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	22	803	RIGHT
1	3	2	1	24	15	6	"Choose a square with few dots"	22	1413	RIGHT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	22	1099	RIGHT
3	3	1	2	26	35	44	"Choose a square with many dots"	22	1057	RIGHT
4	3	1	1	36	45	54	"Choose a square with few dots"	22	1400	LEFT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	22	884	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	22	1188	RIGHT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	22	1626	MIDDLE
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	22	1275	RIGHT
1	4	1	2	6	15	24	"Choose the square with the most dots"	22	859	RIGHT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	22	828	RIGHT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	22	923	MIDDLE
4	3	2	2	54	45	36	"Choose a square with many dots"	22	781	LEFT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	22	935	RIGHT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	22	1398	MIDDLE
3	4	2	2	44	35	26	"Choose the square with the most dots"	22	945	LEFT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	22	2599	RIGHT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	22	1105	MIDDLE
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	22	1706	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	22	948	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	22	2962	RIGHT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	22	1678	LEFT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	22	1400	MIDDLE
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	22	752	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	22	927	MIDDLE
1	2	2	1	24	15	6	"Choose the square with 6 dots"	22	817	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	22	1096	LEFT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	22	939	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	22	904	LEFT
1	3	2	1	24	15	6	"Choose a square with few dots"	22	1122	RIGHT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	22	729	RIGHT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	22	1060	LEFT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	22	1201	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	22	962	MIDDLE
2	2	1	1	16	25	34	"Choose the square with 16 dots"	22	777	LEFT
3	3	2	2	44	35	26	"Choose a square with many dots"	22	921	LEFT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	22	2155	RIGHT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	22	858	RIGHT
2	3	1	2	16	25	34	"Choose a square with many dots"	22	1018	LEFT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	22	1718	RIGHT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	22	978	RIGHT
1	3	1	2	6	15	24	"Choose a square with many dots"	22	1677	RIGHT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	22	1994	RIGHT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	22	935	LEFT
4	4	1	2	36	45	54	"Choose the square with the most dots"	22	1101	RIGHT
1	3	1	1	6	15	24	"Choose a square with few dots"	22	816	LEFT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	22	646	LEFT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	22	1263	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	22	840	LEFT
1	4	2	2	24	15	6	"Choose the square with the most dots"	22	1784	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	22	834	LEFT
3	3	1	1	26	35	44	"Choose a square with few dots"	22	912	LEFT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	22	1918	MIDDLE
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	22	2605	MIDDLE
2	3	2	2	34	25	16	"Choose a square with many dots"	22	1004	LEFT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	22	1020	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	22	1637	LEFT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	22	1141	RIGHT
2	3	2	1	34	25	16	"Choose a square with few dots"	22	1397	RIGHT
3	3	1	2	26	35	44	"Choose a square with many dots"	22	1203	MIDDLE
4	2	1	1	36	45	54	"Choose the square with 36 dots"	22	1381	LEFT
1	3	2	2	24	15	6	"Choose a square with many dots"	22	1534	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	22	963	MIDDLE
3	3	2	1	44	35	26	"Choose a square with few dots"	22	1238	MIDDLE
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	22	1457	RIGHT
