Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	23	2588	LEFT
2	3	2	2	34	25	16	"Choose a square with many dots"	23	5329	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	23	22071	MIDDLE
4	2	1	1	36	45	54	"Choose the square with 36 dots"	23	13958	LEFT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	23	5615	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	23	2940	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	23	2728	RIGHT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	23	59999	NOANSWER
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	23	7717	LEFT
2	3	2	1	34	25	16	"Choose a square with few dots"	23	5892	RIGHT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	23	17422	LEFT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	23	20162	RIGHT
1	3	2	1	24	15	6	"Choose a square with few dots"	23	1703	RIGHT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	23	13325	LEFT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	23	8638	LEFT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	23	26915	RIGHT
1	3	1	1	6	15	24	"Choose a square with few dots"	23	1832	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	23	13077	LEFT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	23	31285	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	23	12940	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	23	8318	LEFT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	23	14735	MIDDLE
3	3	1	2	26	35	44	"Choose a square with many dots"	23	4899	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	23	1774	LEFT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	23	3057	LEFT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	23	14606	RIGHT
