Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	3	2	1	24	15	6	"Choose a square with few dots"	18	1218	RIGHT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	18	2027	MIDDLE
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	18	2474	MIDDLE
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	18	1689	MIDDLE
1	2	1	2	6	15	24	"Choose the square with 24 dots"	18	3208	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	18	1646	LEFT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	18	1665	RIGHT
4	3	1	1	36	45	54	"Choose a square with few dots"	18	1844	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	18	1676	RIGHT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	18	2056	RIGHT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	18	1659	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	18	1412	RIGHT
1	3	1	1	6	15	24	"Choose a square with few dots"	18	1299	LEFT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	18	2490	LEFT
3	4	2	2	44	35	26	"Choose the square with the most dots"	18	2584	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	18	2043	LEFT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	18	1568	LEFT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	18	3961	RIGHT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	18	2093	LEFT
4	3	2	2	54	45	36	"Choose a square with many dots"	18	1669	LEFT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	18	1417	RIGHT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	18	1939	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	18	1338	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	18	1218	RIGHT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	18	2699	LEFT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	18	1504	RIGHT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	18	1676	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	18	1297	LEFT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	18	7727	RIGHT
2	3	1	1	16	25	34	"Choose a square with few dots"	18	1192	LEFT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	18	893	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	18	2396	MIDDLE
1	3	2	2	24	15	6	"Choose a square with many dots"	18	1005	LEFT
2	3	2	1	34	25	16	"Choose a square with few dots"	18	1939	RIGHT
3	3	1	2	26	35	44	"Choose a square with many dots"	18	1557	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	18	1450	RIGHT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	18	2306	MIDDLE
2	4	2	2	34	25	16	"Choose the square with the most dots"	18	1270	LEFT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	18	2019	MIDDLE
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	18	1103	RIGHT
1	3	1	2	6	15	24	"Choose a square with many dots"	18	936	RIGHT
2	4	1	2	16	25	34	"Choose the square with the most dots"	18	828	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	18	1579	LEFT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	18	1191	LEFT
1	4	2	2	24	15	6	"Choose the square with the most dots"	18	1138	LEFT
2	3	2	2	34	25	16	"Choose a square with many dots"	18	1107	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	18	1336	MIDDLE
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	18	2057	RIGHT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	18	861	RIGHT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	18	1146	MIDDLE
3	4	1	2	26	35	44	"Choose the square with the most dots"	18	842	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	18	2275	RIGHT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	18	1053	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	18	1106	MIDDLE
3	2	2	2	44	35	26	"Choose the square with 44 dots"	18	1368	LEFT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	18	4529	LEFT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	18	1403	LEFT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	18	1810	MIDDLE
3	3	1	1	26	35	44	"Choose a square with few dots"	18	1501	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	18	3564	MIDDLE
1	2	2	2	24	15	6	"Choose the square with 24 dots"	18	1145	LEFT
2	3	1	2	16	25	34	"Choose a square with many dots"	18	1105	RIGHT
3	3	2	1	44	35	26	"Choose a square with few dots"	18	2770	RIGHT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	18	3452	MIDDLE
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	18	1086	LEFT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	18	1085	RIGHT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	18	2906	MIDDLE
4	2	2	2	54	45	36	"Choose the square with 54 dots"	18	1159	LEFT
1	3	2	2	24	15	6	"Choose a square with many dots"	18	978	LEFT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	18	1451	MIDDLE
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	18	1267	LEFT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	18	2427	MIDDLE
1	2	2	2	24	15	6	"Choose the square with 24 dots"	18	3664	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	18	1306	MIDDLE
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	18	1107	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	18	1006	MIDDLE
1	4	2	2	24	15	6	"Choose the square with the most dots"	18	1445	LEFT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	18	1134	MIDDLE
3	3	1	2	26	35	44	"Choose a square with many dots"	18	2738	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	18	1905	LEFT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	18	3838	RIGHT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	18	1064	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	18	1750	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	18	902	RIGHT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	18	1434	MIDDLE
2	4	1	2	16	25	34	"Choose the square with the most dots"	18	890	RIGHT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	18	1280	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	18	1733	RIGHT
1	4	1	2	6	15	24	"Choose the square with the most dots"	18	854	RIGHT
2	3	1	2	16	25	34	"Choose a square with many dots"	18	873	RIGHT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	18	1118	LEFT
4	3	1	1	36	45	54	"Choose a square with few dots"	18	1741	LEFT
1	3	1	1	6	15	24	"Choose a square with few dots"	18	1199	LEFT
2	3	2	2	34	25	16	"Choose a square with many dots"	18	1564	LEFT
3	3	2	2	44	35	26	"Choose a square with many dots"	18	1219	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	18	1171	RIGHT
1	3	2	1	24	15	6	"Choose a square with few dots"	18	1318	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	18	4226	LEFT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	18	4724	MIDDLE
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	18	2084	LEFT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	18	1206	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	18	1331	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	18	1046	RIGHT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	18	5942	MIDDLE
1	3	1	2	6	15	24	"Choose a square with many dots"	18	1006	RIGHT
2	3	2	1	34	25	16	"Choose a square with few dots"	18	2222	RIGHT
3	4	2	2	44	35	26	"Choose the square with the most dots"	18	1035	LEFT
4	3	2	2	54	45	36	"Choose a square with many dots"	18	1270	LEFT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	18	1284	LEFT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	18	1392	RIGHT
3	3	2	1	44	35	26	"Choose a square with few dots"	18	1434	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	18	897	RIGHT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	18	3555	RIGHT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	18	2200	LEFT
