Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	2	2	2	24	15	6	"Choose the square with 24 dots"	17	5985	LEFT
2	3	1	2	16	25	34	"Choose a square with many dots"	17	1481	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	17	2133	LEFT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	17	4776	MIDDLE
1	2	1	1	6	15	24	"Choose the square with 6 dots"	17	2168	LEFT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	17	1898	RIGHT
3	3	1	1	26	35	44	"Choose a square with few dots"	17	1861	LEFT
4	4	2	2	54	45	36	"Choose the square with the most dots"	17	1703	LEFT
1	3	1	2	6	15	24	"Choose a square with many dots"	17	1355	RIGHT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	17	2830	MIDDLE
3	2	2	1	44	35	26	"Choose the square with 26 dots"	17	4257	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	17	3275	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	17	1269	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	17	1799	LEFT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	17	2712	RIGHT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	17	6348	MIDDLE
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	17	1574	RIGHT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	17	1967	RIGHT
3	3	2	1	44	35	26	"Choose a square with few dots"	17	3404	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	17	1490	RIGHT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	17	1744	LEFT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	17	3579	MIDDLE
3	4	1	2	26	35	44	"Choose the square with the most dots"	17	1671	RIGHT
4	3	1	2	36	45	54	"Choose a square with many dots"	17	2044	RIGHT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	17	1935	RIGHT
2	3	2	1	34	25	16	"Choose a square with few dots"	17	2692	RIGHT
3	3	1	2	26	35	44	"Choose a square with many dots"	17	2770	RIGHT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	17	2816	RIGHT
1	4	2	2	24	15	6	"Choose the square with the most dots"	17	1484	LEFT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	17	2512	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	17	3269	LEFT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	17	3315	MIDDLE
1	2	1	2	6	15	24	"Choose the square with 24 dots"	17	2091	MIDDLE
2	2	1	1	16	25	34	"Choose the square with 16 dots"	17	2648	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	17	2452	MIDDLE
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	17	3738	LEFT
1	3	1	1	6	15	24	"Choose a square with few dots"	17	1130	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	17	3994	MIDDLE
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	17	3116	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	17	3531	MIDDLE
1	3	2	2	24	15	6	"Choose a square with many dots"	17	1255	LEFT
2	3	2	2	34	25	16	"Choose a square with many dots"	17	2210	LEFT
