Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	3	1	1	6	15	24	"Choose a square with few dots"	8	554	LEFT
2	4	1	2	16	25	34	"Choose the square with the most dots"	8	615	RIGHT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	8	907	LEFT
4	3	1	1	36	45	54	"Choose a square with few dots"	8	647	LEFT
1	3	2	1	24	15	6	"Choose a square with few dots"	8	710	RIGHT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	8	912	MIDDLE
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	8	837	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	8	2006	RIGHT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	8	756	RIGHT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	8	793	RIGHT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	8	912	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	8	922	RIGHT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	8	2147	MIDDLE
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	8	1921	MIDDLE
3	4	1	2	26	35	44	"Choose the square with the most dots"	8	960	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	8	898	LEFT
1	4	2	2	24	15	6	"Choose the square with the most dots"	8	802	LEFT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	8	787	RIGHT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	8	645	LEFT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	8	684	LEFT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	8	772	RIGHT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	8	1436	MIDDLE
3	3	1	2	26	35	44	"Choose a square with many dots"	8	738	RIGHT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	8	827	LEFT
1	3	2	2	24	15	6	"Choose a square with many dots"	8	594	LEFT
2	3	2	1	34	25	16	"Choose a square with few dots"	8	559	RIGHT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	8	946	MIDDLE
4	2	2	2	54	45	36	"Choose the square with 54 dots"	8	733	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	8	598	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	8	879	MIDDLE
3	3	2	1	44	35	26	"Choose a square with few dots"	8	680	RIGHT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	8	1036	LEFT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	8	4058	RIGHT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	8	1040	MIDDLE
3	4	2	2	44	35	26	"Choose the square with the most dots"	8	872	LEFT
4	4	1	2	36	45	54	"Choose the square with the most dots"	8	677	RIGHT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	8	629	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	8	599	LEFT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	8	1593	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	8	841	RIGHT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	8	2547	MIDDLE
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	8	845	LEFT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	8	1743	MIDDLE
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	8	1213	MIDDLE
1	3	1	2	6	15	24	"Choose a square with many dots"	8	618	RIGHT
2	3	2	2	34	25	16	"Choose a square with many dots"	8	645	LEFT
3	3	1	1	26	35	44	"Choose a square with few dots"	8	679	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	8	1399	MIDDLE
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	8	649	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	8	630	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	8	834	RIGHT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	8	614	RIGHT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	8	884	RIGHT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	8	733	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	8	791	RIGHT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	8	708	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	8	1003	LEFT
2	3	1	2	16	25	34	"Choose a square with many dots"	8	1092	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	8	604	LEFT
4	4	2	2	54	45	36	"Choose the square with the most dots"	8	596	LEFT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	8	567	LEFT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	8	1059	LEFT
3	3	2	2	44	35	26	"Choose a square with many dots"	8	617	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	8	578	RIGHT
1	3	1	2	6	15	24	"Choose a square with many dots"	8	680	RIGHT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	8	558	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	8	595	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	8	1184	RIGHT
1	3	1	1	6	15	24	"Choose a square with few dots"	8	484	LEFT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	8	1188	MIDDLE
3	3	1	1	26	35	44	"Choose a square with few dots"	8	565	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	8	495	RIGHT
1	3	2	2	24	15	6	"Choose a square with many dots"	8	549	LEFT
2	3	1	2	16	25	34	"Choose a square with many dots"	8	577	RIGHT
3	3	2	1	44	35	26	"Choose a square with few dots"	8	572	RIGHT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	8	926	LEFT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	8	571	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	8	544	LEFT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	8	1184	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	8	882	MIDDLE
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	8	1089	MIDDLE
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	8	769	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	8	545	LEFT
