Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	3	2	2	24	15	6	"Choose a square with many dots"	7	1725	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	7	4653	LEFT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	7	3564	MIDDLE
4	3	1	1	36	45	54	"Choose a square with few dots"	7	3361	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	7	3957	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	7	3107	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	7	3762	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	7	2914	LEFT
1	4	2	2	24	15	6	"Choose the square with the most dots"	7	1526	LEFT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	7	2902	MIDDLE
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	7	6198	LEFT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	7	4706	RIGHT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	7	2810	RIGHT
2	3	1	2	16	25	34	"Choose a square with many dots"	7	5997	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	7	2328	LEFT
4	4	2	2	54	45	36	"Choose the square with the most dots"	7	6997	MIDDLE
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	7	2739	MIDDLE
2	4	1	2	16	25	34	"Choose the square with the most dots"	7	2844	RIGHT
3	3	2	1	44	35	26	"Choose a square with few dots"	7	3367	RIGHT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	7	4783	RIGHT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	7	2938	LEFT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	7	4640	LEFT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	7	8336	MIDDLE
4	3	2	2	54	45	36	"Choose a square with many dots"	7	7145	MIDDLE
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	7	2421	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	7	7741	LEFT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	7	5203	LEFT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	7	4860	LEFT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	7	3498	RIGHT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	7	6498	MIDDLE
3	2	1	2	26	35	44	"Choose the square with 44 dots"	7	4533	MIDDLE
4	2	1	1	36	45	54	"Choose the square with 36 dots"	7	6977	MIDDLE
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	7	2457	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	7	4502	MIDDLE
3	2	1	1	26	35	44	"Choose the square with 26 dots"	7	8073	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	7	4241	MIDDLE
1	2	1	2	6	15	24	"Choose the square with 24 dots"	7	2657	RIGHT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	7	4995	LEFT
3	3	1	2	26	35	44	"Choose a square with many dots"	7	2492	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	7	6639	RIGHT
1	3	1	1	6	15	24	"Choose a square with few dots"	7	3706	LEFT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	7	3063	RIGHT
3	3	1	1	26	35	44	"Choose a square with few dots"	7	9189	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	7	3663	LEFT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	7	2810	LEFT
2	3	2	1	34	25	16	"Choose a square with few dots"	7	6922	RIGHT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	7	3829	RIGHT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	7	8186	LEFT
1	3	1	2	6	15	24	"Choose a square with many dots"	7	2781	MIDDLE
2	3	2	2	34	25	16	"Choose a square with many dots"	7	3774	MIDDLE
3	4	1	2	26	35	44	"Choose the square with the most dots"	7	5493	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	7	7085	LEFT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	7	6612	MIDDLE
2	2	1	1	16	25	34	"Choose the square with 16 dots"	7	6434	LEFT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	7	5127	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	7	6268	RIGHT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	7	8073	MIDDLE
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	7	8506	MIDDLE
3	3	2	2	44	35	26	"Choose a square with many dots"	7	3564	LEFT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	7	4331	MIDDLE
1	3	2	1	24	15	6	"Choose a square with few dots"	7	2793	RIGHT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	7	2772	RIGHT
