Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	4	2	2	24	15	6	"Choose the square with the most dots"	14	1078	LEFT
2	3	1	2	16	25	34	"Choose a square with many dots"	14	1365	RIGHT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	14	10214	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	14	3112	RIGHT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	14	2351	RIGHT
2	4	1	2	16	25	34	"Choose the square with the most dots"	14	1672	RIGHT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	14	13504	LEFT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	14	5078	RIGHT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	14	3006	RIGHT
2	3	1	1	16	25	34	"Choose a square with few dots"	14	1702	LEFT
3	3	1	2	26	35	44	"Choose a square with many dots"	14	3686	RIGHT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	14	8878	LEFT
1	3	2	2	24	15	6	"Choose a square with many dots"	14	2141	LEFT
2	3	2	1	34	25	16	"Choose a square with few dots"	14	2779	RIGHT
3	4	2	2	44	35	26	"Choose the square with the most dots"	14	2309	LEFT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	14	15180	RIGHT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	14	8350	RIGHT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	14	4446	RIGHT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	14	12191	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	14	1829	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	14	1211	RIGHT
2	3	2	2	34	25	16	"Choose a square with many dots"	14	2642	LEFT
3	3	1	1	26	35	44	"Choose a square with few dots"	14	3246	LEFT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	14	4298	LEFT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	14	15740	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	14	10335	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	14	4001	MIDDLE
4	2	1	1	36	45	54	"Choose the square with 36 dots"	14	2615	MIDDLE
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	14	4635	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	14	2031	LEFT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	14	20159	LEFT
4	4	1	2	36	45	54	"Choose the square with the most dots"	14	1639	RIGHT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	14	1637	LEFT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	14	2125	RIGHT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	14	2442	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	14	4427	LEFT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	14	1649	LEFT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	14	2472	RIGHT
3	4	1	2	26	35	44	"Choose the square with the most dots"	14	1346	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	14	5241	MIDDLE
1	2	1	1	6	15	24	"Choose the square with 6 dots"	14	1898	LEFT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	14	3566	RIGHT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	14	5696	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	14	5123	LEFT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	14	2408	MIDDLE
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	14	2697	LEFT
3	3	2	1	44	35	26	"Choose a square with few dots"	14	2109	RIGHT
4	3	1	2	36	45	54	"Choose a square with many dots"	14	2072	RIGHT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	14	2646	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	14	7462	LEFT
3	3	2	2	44	35	26	"Choose a square with many dots"	14	1882	LEFT
4	3	1	1	36	45	54	"Choose a square with few dots"	14	1622	LEFT
1	3	1	1	6	15	24	"Choose a square with few dots"	14	1456	LEFT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	14	2647	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	14	3844	RIGHT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	14	2870	RIGHT
1	3	1	2	6	15	24	"Choose a square with many dots"	14	1137	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	14	9256	LEFT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	14	2531	RIGHT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	14	8569	MIDDLE
1	3	2	1	24	15	6	"Choose a square with few dots"	14	1484	RIGHT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	14	8785	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	14	1784	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	14	25027	MIDDLE
1	3	1	1	6	15	24	"Choose a square with few dots"	14	1188	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	14	4660	LEFT
3	3	1	1	26	35	44	"Choose a square with few dots"	14	1722	LEFT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	14	16308	RIGHT
1	4	2	2	24	15	6	"Choose the square with the most dots"	14	1785	LEFT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	14	6779	RIGHT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	14	1285	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	14	5865	MIDDLE
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	14	1534	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	14	1687	LEFT
3	4	2	2	44	35	26	"Choose the square with the most dots"	14	2102	LEFT
4	4	2	2	54	45	36	"Choose the square with the most dots"	14	2213	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	14	2990	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	14	2361	LEFT
