Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	3	669	RIGHT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	3	898	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	3	1424	MIDDLE
4	2	2	2	54	45	36	"Choose the square with 54 dots"	3	1178	LEFT
1	4	2	2	24	15	6	"Choose the square with the most dots"	3	820	LEFT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	3	1132	RIGHT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	3	1038	RIGHT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	3	925	LEFT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	3	1040	MIDDLE
2	3	1	2	16	25	34	"Choose a square with many dots"	3	1123	RIGHT
3	3	1	2	26	35	44	"Choose a square with many dots"	3	975	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	3	850	RIGHT
1	3	1	2	6	15	24	"Choose a square with many dots"	3	983	RIGHT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	3	1184	LEFT
3	3	2	1	44	35	26	"Choose a square with few dots"	3	1148	RIGHT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	3	1511	RIGHT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	3	1242	RIGHT
2	3	1	1	16	25	34	"Choose a square with few dots"	3	886	LEFT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	3	1534	MIDDLE
4	2	1	2	36	45	54	"Choose the square with 54 dots"	3	1226	RIGHT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	3	1018	LEFT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	3	1358	LEFT
3	3	2	2	44	35	26	"Choose a square with many dots"	3	1248	LEFT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	3	1689	MIDDLE
1	2	2	2	24	15	6	"Choose the square with 24 dots"	3	1006	LEFT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	3	1544	MIDDLE
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	3	1904	MIDDLE
4	4	2	2	54	45	36	"Choose the square with the most dots"	3	1139	LEFT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	3	941	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	3	1300	MIDDLE
3	2	2	1	44	35	26	"Choose the square with 26 dots"	3	2629	MIDDLE
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	3	1233	RIGHT
1	3	2	1	24	15	6	"Choose a square with few dots"	3	1091	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	3	1503	LEFT
3	3	1	1	26	35	44	"Choose a square with few dots"	3	1335	LEFT
