Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	2	2	2	24	15	6	"Choose the square with 24 dots"	9	1295	LEFT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	9	1481	LEFT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	9	3345	MIDDLE
4	3	1	1	36	45	54	"Choose a square with few dots"	9	1587	LEFT
1	3	2	1	24	15	6	"Choose a square with few dots"	9	1252	RIGHT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	9	2704	MIDDLE
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	9	1274	LEFT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	9	4586	LEFT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	9	1281	RIGHT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	9	1806	RIGHT
3	3	1	1	26	35	44	"Choose a square with few dots"	9	1186	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	9	2028	RIGHT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	9	4961	MIDDLE
2	3	1	2	16	25	34	"Choose a square with many dots"	9	1703	RIGHT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	9	3057	MIDDLE
4	3	1	2	36	45	54	"Choose a square with many dots"	9	1225	RIGHT
1	4	2	2	24	15	6	"Choose the square with the most dots"	9	1432	LEFT
2	4	1	2	16	25	34	"Choose the square with the most dots"	9	1487	RIGHT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	9	2619	MIDDLE
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	9	2547	MIDDLE
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	9	3360	MIDDLE
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	9	1107	LEFT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	9	1506	RIGHT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	9	2982	LEFT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	9	1183	LEFT
2	3	2	1	34	25	16	"Choose a square with few dots"	9	1197	RIGHT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	9	2143	MIDDLE
4	4	2	2	54	45	36	"Choose the square with the most dots"	9	1091	LEFT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	9	2172	LEFT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	9	2047	LEFT
3	3	1	2	26	35	44	"Choose a square with many dots"	9	1309	RIGHT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	9	1512	RIGHT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	9	1111	RIGHT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	9	1458	MIDDLE
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	9	2228	RIGHT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	9	3078	MIDDLE
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	9	1249	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	9	1317	LEFT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	9	1343	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	9	1235	RIGHT
1	3	1	1	6	15	24	"Choose a square with few dots"	9	1415	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	9	1379	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	9	971	RIGHT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	9	1617	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	9	2094	RIGHT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	9	2488	RIGHT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	9	2068	RIGHT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	9	3144	LEFT
1	3	1	2	6	15	24	"Choose a square with many dots"	9	1417	RIGHT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	9	2041	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	9	1477	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	9	1588	MIDDLE
1	2	1	2	6	15	24	"Choose the square with 24 dots"	9	1736	RIGHT
2	3	2	2	34	25	16	"Choose a square with many dots"	9	1340	LEFT
3	4	2	2	44	35	26	"Choose the square with the most dots"	9	1349	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	9	1717	RIGHT
1	3	2	2	24	15	6	"Choose a square with many dots"	9	1282	LEFT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	9	1423	RIGHT
3	3	2	1	44	35	26	"Choose a square with few dots"	9	2241	RIGHT
4	3	2	1	54	45	36	"Choose a square with few dots"	9	1783	RIGHT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	9	1207	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	9	1617	LEFT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	9	1917	LEFT
4	3	2	2	54	45	36	"Choose a square with many dots"	9	2233	LEFT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	9	1189	MIDDLE
2	2	1	2	16	25	34	"Choose the square with 34 dots"	9	1481	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	9	1357	LEFT
4	3	2	1	54	45	36	"Choose a square with few dots"	9	1516	RIGHT
1	4	2	2	24	15	6	"Choose the square with the most dots"	9	1140	LEFT
2	4	2	2	34	25	16	"Choose the square with the most dots"	9	1144	LEFT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	9	1574	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	9	1405	LEFT
1	3	1	2	6	15	24	"Choose a square with many dots"	9	1123	RIGHT
2	3	2	1	34	25	16	"Choose a square with few dots"	9	1570	RIGHT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	9	1906	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	9	1364	RIGHT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	9	1243	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	9	1436	LEFT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	9	1554	LEFT
4	3	1	2	36	45	54	"Choose a square with many dots"	9	2122	RIGHT
1	3	2	1	24	15	6	"Choose a square with few dots"	9	1380	RIGHT
2	3	1	2	16	25	34	"Choose a square with many dots"	9	2319	RIGHT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	9	2282	MIDDLE
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	9	1392	RIGHT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	9	1215	LEFT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	9	1313	LEFT
