Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	4	1407	RIGHT
2	4	1	2	16	25	34	"Choose the square with the most dots"	4	1631	MIDDLE
3	2	2	2	44	35	26	"Choose the square with 44 dots"	4	1536	LEFT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	4	1663	RIGHT
1	3	2	2	24	15	6	"Choose a square with many dots"	4	1155	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	4	1157	LEFT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	4	2920	RIGHT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	4	2323	LEFT
1	2	2	1	24	15	6	"Choose the square with 6 dots"	4	1708	RIGHT
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	4	1447	RIGHT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	4	2283	RIGHT
4	3	1	2	36	45	54	"Choose a square with many dots"	4	1327	MIDDLE
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	4	974	LEFT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	4	2469	MIDDLE
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	4	1095	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	4	1180	LEFT
1	4	1	2	6	15	24	"Choose the square with the most dots"	4	2004	RIGHT
2	2	2	2	34	25	16	"Choose the square with 34 dots"	4	3577	LEFT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	4	1260	RIGHT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	4	1844	MIDDLE
1	2	1	1	6	15	24	"Choose the square with 6 dots"	4	1967	LEFT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	4	2023	LEFT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	4	2480	RIGHT
4	4	1	2	36	45	54	"Choose the square with the most dots"	4	2078	RIGHT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	4	1713	LEFT
2	3	2	2	34	25	16	"Choose a square with many dots"	4	1232	MIDDLE
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	4	969	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	4	2116	RIGHT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	4	2806	LEFT
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	4	2056	LEFT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	4	2026	LEFT
4	4	2	2	54	45	36	"Choose the square with the most dots"	4	1566	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	4	4774	LEFT
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	4	1668	RIGHT
3	4	1	2	26	35	44	"Choose the square with the most dots"	4	2651	LEFT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	4	2503	MIDDLE
1	3	2	1	24	15	6	"Choose a square with few dots"	4	1850	RIGHT
2	3	1	2	16	25	34	"Choose a square with many dots"	4	1964	RIGHT
3	4	2	2	44	35	26	"Choose the square with the most dots"	4	1258	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	4	2675	RIGHT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	4	1984	RIGHT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	4	3106	MIDDLE
3	3	1	2	26	35	44	"Choose a square with many dots"	4	3231	RIGHT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	4	1358	LEFT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	4	2578	RIGHT
2	3	2	1	34	25	16	"Choose a square with few dots"	4	1315	LEFT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	4	2058	RIGHT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	4	3139	MIDDLE
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	4	1132	LEFT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	4	3454	MIDDLE
3	3	2	2	44	35	26	"Choose a square with many dots"	4	1623	LEFT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	4	1666	LEFT
1	3	1	2	6	15	24	"Choose a square with many dots"	4	2357	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	4	3256	LEFT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	4	1710	LEFT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	4	4261	MIDDLE
1	3	1	1	6	15	24	"Choose a square with few dots"	4	1091	LEFT
2	4	2	2	34	25	16	"Choose the square with the most dots"	4	1912	LEFT
