Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	RT	RESPONSE
1	3	2	1	24	15	6	"Choose a square with few dots"	30	1731	RIGHT
2	4	1	1	16	25	34	"Choose the square with the fewest dots"	30	1062	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	30	2066	MIDDLE
4	2	2	2	54	45	36	"Choose the square with 54 dots"	30	1261	LEFT
1	1	1	1	6	15	24	"Choose a square with about 10 dots"	30	1293	MIDDLE
2	1	1	1	16	25	34	"Choose a square with about 20 dots"	30	2185	MIDDLE
3	3	2	1	44	35	26	"Choose a square with few dots"	30	1179	RIGHT
4	4	2	2	54	45	36	"Choose the square with the most dots"	30	1118	LEFT
1	2	2	2	24	15	6	"Choose the square with 24 dots"	30	1161	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	30	1921	LEFT
3	3	1	1	26	35	44	"Choose a square with few dots"	30	1301	LEFT
4	1	2	2	54	45	36	"Choose a square with about 50 dots"	30	2788	LEFT
1	4	2	2	24	15	6	"Choose the square with the most dots"	30	962	LEFT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	30	1577	MIDDLE
3	3	1	2	26	35	44	"Choose a square with many dots"	30	1163	RIGHT
4	2	1	1	36	45	54	"Choose the square with 36 dots"	30	3951	MIDDLE
1	3	2	2	24	15	6	"Choose a square with many dots"	30	2041	LEFT
2	2	1	2	16	25	34	"Choose the square with 34 dots"	30	2698	RIGHT
3	2	2	2	44	35	26	"Choose the square with 44 dots"	30	1730	LEFT
4	1	1	2	36	45	54	"Choose a square with about 50 dots"	30	1752	RIGHT
1	3	1	2	6	15	24	"Choose a square with many dots"	30	1376	RIGHT
2	3	2	1	34	25	16	"Choose a square with few dots"	30	1224	RIGHT
3	3	2	2	44	35	26	"Choose a square with many dots"	30	1702	LEFT
4	3	1	1	36	45	54	"Choose a square with few dots"	30	2849	LEFT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	30	1353	RIGHT
2	1	2	2	34	25	16	"Choose a square with about 30 dots"	30	3428	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	30	1701	RIGHT
4	3	1	2	36	45	54	"Choose a square with many dots"	30	1762	RIGHT
1	2	1	1	6	15	24	"Choose the square with 6 dots"	30	1805	LEFT
2	4	1	2	16	25	34	"Choose the square with the most dots"	30	1783	RIGHT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	30	1319	LEFT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	30	1987	MIDDLE
1	2	2	1	24	15	6	"Choose the square with 6 dots"	30	1961	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	30	1987	LEFT
3	2	1	1	26	35	44	"Choose the square with 26 dots"	30	1966	LEFT
4	3	2	1	54	45	36	"Choose a square with few dots"	30	2179	RIGHT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	30	1307	LEFT
2	3	2	2	34	25	16	"Choose a square with many dots"	30	1663	LEFT
3	2	2	1	44	35	26	"Choose the square with 26 dots"	30	1848	RIGHT
4	3	2	2	54	45	36	"Choose a square with many dots"	30	2532	LEFT
1	3	1	1	6	15	24	"Choose a square with few dots"	30	1101	LEFT
2	3	1	2	16	25	34	"Choose a square with many dots"	30	1411	RIGHT
3	2	1	2	26	35	44	"Choose the square with 44 dots"	30	2186	MIDDLE
4	2	2	1	54	45	36	"Choose the square with 36 dots"	30	2551	RIGHT
1	1	2	2	24	15	6	"Choose a square with about 20 dots"	30	3180	MIDDLE
2	4	2	1	34	25	16	"Choose the square with the fewest dots"	30	1911	RIGHT
3	1	1	2	26	35	44	"Choose a square with about 40 dots"	30	4551	RIGHT
4	1	2	1	54	45	36	"Choose a square with about 40 dots"	30	3341	LEFT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	30	3023	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	30	1853	LEFT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	30	1518	LEFT
4	4	1	1	36	45	54	"Choose the square with the fewest dots"	30	4532	LEFT
1	1	1	2	6	15	24	"Choose a square with about 20 dots"	30	3036	MIDDLE
2	2	2	2	34	25	16	"Choose the square with 34 dots"	30	2082	LEFT
3	4	2	2	44	35	26	"Choose the square with the most dots"	30	1580	LEFT
4	2	1	2	36	45	54	"Choose the square with 54 dots"	30	1528	RIGHT
1	1	2	1	24	15	6	"Choose a square with about 10 dots"	30	2909	MIDDLE
2	1	1	2	16	25	34	"Choose a square with about 30 dots"	30	2416	RIGHT
3	1	2	1	44	35	26	"Choose a square with about 30 dots"	30	4370	LEFT
4	4	1	2	36	45	54	"Choose the square with the most dots"	30	1547	RIGHT
1	4	1	2	6	15	24	"Choose the square with the most dots"	30	2270	RIGHT
2	2	2	1	34	25	16	"Choose the square with 16 dots"	30	1605	RIGHT
3	4	2	1	44	35	26	"Choose the square with the fewest dots"	30	2588	RIGHT
4	1	1	1	36	45	54	"Choose a square with about 40 dots"	30	3583	RIGHT
1	4	1	2	6	15	24	"Choose the square with the most dots"	30	995	RIGHT
2	4	1	2	16	25	34	"Choose the square with the most dots"	30	1654	RIGHT
3	1	2	2	44	35	26	"Choose a square with about 40 dots"	30	1639	LEFT
4	3	1	1	36	45	54	"Choose a square with few dots"	30	1975	LEFT
1	4	1	1	6	15	24	"Choose the square with the fewest dots"	30	1347	LEFT
2	3	1	1	16	25	34	"Choose a square with few dots"	30	1994	LEFT
3	4	1	1	26	35	44	"Choose the square with the fewest dots"	30	2464	LEFT
4	2	2	1	54	45	36	"Choose the square with 36 dots"	30	3569	LEFT
1	4	2	1	24	15	6	"Choose the square with the fewest dots"	30	1747	RIGHT
2	4	2	2	34	25	16	"Choose the square with the most dots"	30	2828	LEFT
3	4	1	2	26	35	44	"Choose the square with the most dots"	30	1278	RIGHT
4	2	2	2	54	45	36	"Choose the square with 54 dots"	30	1907	LEFT
1	3	2	1	24	15	6	"Choose a square with few dots"	30	893	RIGHT
2	2	1	1	16	25	34	"Choose the square with 16 dots"	30	5736	LEFT
3	1	1	1	26	35	44	"Choose a square with about 30 dots"	30	3148	RIGHT
4	4	2	1	54	45	36	"Choose the square with the fewest dots"	30	1659	RIGHT
1	3	1	1	6	15	24	"Choose a square with few dots"	30	1001	LEFT
2	1	2	1	34	25	16	"Choose a square with about 20 dots"	30	7111	MIDDLE
3	3	2	2	44	35	26	"Choose a square with many dots"	30	1749	LEFT
4	3	2	2	54	45	36	"Choose a square with many dots"	30	2124	LEFT
1	2	1	2	6	15	24	"Choose the square with 24 dots"	30	5045	RIGHT
2	3	2	2	34	25	16	"Choose a square with many dots"	30	1892	LEFT
